Feature Name,Alpha = 1000.000000,Alpha = 2000.000000,Alpha = 3000.000000,Alpha = 4000.000000,Alpha = 5000.000000
RoofMatl_ClyTile,-0.0,-0.0,-0.0,-0.0,-0.0
RoofMatl_CompShg,0.0,0.0,0.0,-0.0,-0.0
RoofMatl_Membran,0.0,0.0,0.0,0.0,0.0
RoofMatl_Metal,0.0,0.0,0.0,0.0,0.0
RoofMatl_Roll,-0.0,-0.0,-0.0,-0.0,-0.0
RoofMatl_Tar&Grv,-0.0,-0.0,0.0,0.0,0.0
RoofMatl_WdShake,-0.0,-0.0,-0.0,-0.0,-0.0
RoofMatl_WdShngl,0.0,0.0,0.0,0.0,0.0
Exterior1st_AsbShng,0.0,0.0,-0.0,-0.0,-0.0
Exterior1st_AsphShn,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior1st_BrkComm,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior1st_BrkFace,0.0,0.0,0.0,0.0,0.0
Exterior1st_CBlock,0.0,0.0,0.0,0.0,0.0
Exterior1st_CemntBd,0.0,0.0,0.0,0.0,0.0
Exterior1st_HdBoard,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior1st_ImStucc,0.0,0.0,-0.0,-0.0,-0.0
Exterior1st_MetalSd,0.0,0.0,-0.0,-0.0,-0.0
Exterior1st_Plywood,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior1st_Stone,0.0,0.0,0.0,0.0,0.0
Exterior1st_Stucco,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior1st_VinylSd,0.0,0.0,0.0,0.0,0.0
Exterior1st_Wd Sdng,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior1st_WdShing,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior2nd_AsbShng,0.0,0.0,0.0,-0.0,-0.0
Exterior2nd_AsphShn,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior2nd_Brk Cmn,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior2nd_BrkFace,0.0,0.0,0.0,0.0,0.0
Exterior2nd_CBlock,0.0,0.0,0.0,0.0,0.0
Exterior2nd_CmentBd,0.0,0.0,0.0,0.0,0.0
Exterior2nd_HdBoard,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior2nd_ImStucc,0.0,0.0,0.0,0.0,0.0
Exterior2nd_MetalSd,0.0,0.0,-0.0,-0.0,-0.0
Exterior2nd_Other,0.0,0.0,0.0,0.0,0.0
Exterior2nd_Plywood,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior2nd_Stone,0.0,0.0,0.0,0.0,0.0
Exterior2nd_Stucco,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior2nd_VinylSd,0.0,0.0,0.0,0.0,0.0
Exterior2nd_Wd Sdng,-0.0,-0.0,-0.0,-0.0,-0.0
Exterior2nd_Wd Shng,-0.0,-0.0,-0.0,-0.0,-0.0
MasVnrType_BrkCmn,-0.0,-0.0,-0.0,-0.0,-0.0
MasVnrType_BrkFace,-0.0,-0.0,-0.0,-0.0,-0.0
MasVnrType_None,0.0,0.0,0.0,-0.0,-0.0
MasVnrType_Stone,0.0,0.0,0.0,0.0,0.0
ExterQual_Ex,0.0,0.0,0.0,0.0,0.0
ExterQual_Fa,0.0,0.0,0.0,0.0,0.0
ExterQual_Gd,0.0,0.0,0.0,0.0,0.0
ExterQual_TA,-5646.364908074863,-1808.5425129548928,-0.0,-0.0,-0.0
ExterCond_Ex,0.0,0.0,0.0,0.0,0.0
ExterCond_Fa,0.0,0.0,-0.0,-0.0,-0.0
ExterCond_Gd,-0.0,-0.0,0.0,0.0,0.0
ExterCond_Po,0.0,0.0,0.0,0.0,0.0
ExterCond_TA,0.0,0.0,0.0,0.0,0.0
Foundation_BrkTil,-0.0,-0.0,-0.0,-0.0,-0.0
Foundation_CBlock,-0.0,-0.0,-0.0,-0.0,-0.0
Foundation_PConc,0.0,0.0,0.0,0.0,0.0
Foundation_Slab,-0.0,0.0,0.0,0.0,-0.0
Foundation_Stone,0.0,0.0,0.0,0.0,-0.0
Foundation_Wood,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtQual_Ex,23138.34376999677,13872.258922380292,1093.3112942244952,0.0,0.0
BsmtQual_Fa,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtQual_Gd,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtQual_TA,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtCond_Fa,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtCond_Gd,0.0,0.0,0.0,0.0,0.0
BsmtCond_Po,0.0,0.0,0.0,0.0,0.0
BsmtCond_TA,0.0,0.0,0.0,0.0,0.0
BsmtExposure_Av,0.0,0.0,0.0,0.0,0.0
BsmtExposure_Gd,3978.9119497597844,0.0,0.0,0.0,0.0
BsmtExposure_Mn,-0.0,0.0,0.0,0.0,0.0
BsmtExposure_No,-5474.401756192894,-3642.0683891588806,-159.18282141872734,-0.0,-0.0
BsmtFinType1_ALQ,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtFinType1_BLQ,0.0,-0.0,-0.0,-0.0,-0.0
BsmtFinType1_GLQ,2539.523617624608,0.0,0.0,0.0,0.0
BsmtFinType1_LwQ,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtFinType1_Rec,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtFinType1_Unf,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtFinType2_ALQ,0.0,0.0,0.0,0.0,0.0
BsmtFinType2_BLQ,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtFinType2_GLQ,0.0,0.0,0.0,0.0,0.0
BsmtFinType2_LwQ,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtFinType2_Rec,-0.0,-0.0,-0.0,-0.0,-0.0
BsmtFinType2_Unf,0.0,0.0,-0.0,-0.0,-0.0
Heating_Floor,0.0,0.0,0.0,0.0,0.0
Heating_GasA,0.0,0.0,0.0,0.0,0.0
Heating_GasW,-0.0,-0.0,-0.0,-0.0,-0.0
Heating_Grav,0.0,0.0,0.0,0.0,0.0
Heating_OthW,-0.0,-0.0,-0.0,-0.0,-0.0
Heating_Wall,0.0,0.0,0.0,0.0,0.0
HeatingQC_Ex,1217.3580452432227,0.0,0.0,0.0,0.0
HeatingQC_Fa,0.0,0.0,-0.0,-0.0,-0.0
HeatingQC_Gd,-0.0,-0.0,-0.0,-0.0,-0.0
HeatingQC_Po,-0.0,-0.0,-0.0,-0.0,-0.0
HeatingQC_TA,-0.0,-0.0,-0.0,-0.0,-0.0
CentralAir_N,-0.0,-0.0,-0.0,-0.0,-0.0
CentralAir_Y,0.0,0.0,0.0,0.0,0.0
Electrical_FuseA,0.0,0.0,-0.0,-0.0,-0.0
Electrical_FuseF,0.0,0.0,-0.0,-0.0,-0.0
Electrical_FuseP,-0.0,-0.0,-0.0,-0.0,-0.0
Electrical_Mix,-0.0,-0.0,-0.0,-0.0,-0.0
Electrical_SBrkr,-0.0,-0.0,0.0,0.0,0.0
KitchenQual_Ex,19170.671604048734,6920.460337683048,0.0,0.0,0.0
KitchenQual_Fa,0.0,0.0,0.0,0.0,0.0
KitchenQual_Gd,-0.0,-0.0,-0.0,-0.0,0.0
KitchenQual_TA,-1397.0518356633847,-0.0,-0.0,-0.0,-0.0
Functional_Maj1,-0.0,-0.0,-0.0,-0.0,-0.0
Functional_Maj2,-0.0,-0.0,-0.0,-0.0,-0.0
Functional_Min1,-0.0,-0.0,-0.0,-0.0,-0.0
Functional_Min2,-0.0,-0.0,-0.0,-0.0,-0.0
Functional_Mod,-0.0,-0.0,-0.0,-0.0,-0.0
Functional_Sev,-0.0,-0.0,-0.0,-0.0,-0.0
Functional_Typ,0.0,0.0,0.0,0.0,0.0
FireplaceQu_Ex,0.0,0.0,0.0,0.0,0.0
FireplaceQu_Fa,-0.0,-0.0,-0.0,-0.0,-0.0
FireplaceQu_Gd,0.0,0.0,0.0,0.0,0.0
FireplaceQu_Po,-0.0,-0.0,-0.0,-0.0,-0.0
FireplaceQu_TA,-0.0,-0.0,-0.0,-0.0,-0.0
GarageType_2Types,-0.0,-0.0,-0.0,-0.0,-0.0
GarageType_Attchd,-0.0,0.0,0.0,0.0,0.0
GarageType_Basment,-0.0,-0.0,-0.0,-0.0,-0.0
GarageType_BuiltIn,0.0,0.0,0.0,0.0,0.0
GarageType_CarPort,-0.0,-0.0,-0.0,-0.0,-0.0
GarageType_Detchd,-0.0,-0.0,-0.0,-0.0,-0.0
GarageFinish_Fin,0.0,0.0,0.0,0.0,0.0
GarageFinish_RFn,-0.0,-0.0,-0.0,-0.0,-0.0
GarageFinish_Unf,-0.0,-0.0,-0.0,-0.0,-0.0
GarageQual_Ex,0.0,0.0,0.0,0.0,0.0
GarageQual_Fa,-0.0,-0.0,-0.0,-0.0,-0.0
GarageQual_Gd,0.0,0.0,0.0,0.0,0.0
GarageQual_Po,-0.0,-0.0,-0.0,-0.0,-0.0
GarageQual_TA,-0.0,-0.0,-0.0,-0.0,-0.0
GarageCond_Ex,0.0,0.0,0.0,0.0,0.0
GarageCond_Fa,-0.0,-0.0,-0.0,-0.0,-0.0
GarageCond_Gd,-0.0,0.0,0.0,0.0,0.0
GarageCond_Po,-0.0,-0.0,-0.0,-0.0,-0.0
GarageCond_TA,-0.0,-0.0,-0.0,-0.0,0.0
PavedDrive_N,-0.0,-0.0,-0.0,-0.0,-0.0
PavedDrive_P,-0.0,-0.0,-0.0,-0.0,-0.0
PavedDrive_Y,0.0,0.0,0.0,0.0,0.0
PoolQC_Ex,0.0,0.0,0.0,0.0,0.0
PoolQC_Fa,-0.0,-0.0,-0.0,-0.0,-0.0
PoolQC_Gd,-0.0,-0.0,-0.0,-0.0,-0.0
Fence_GdPrv,-0.0,-0.0,-0.0,-0.0,-0.0
Fence_GdWo,-0.0,-0.0,-0.0,-0.0,-0.0
Fence_MnPrv,0.0,-0.0,-0.0,-0.0,-0.0
Fence_MnWw,-0.0,-0.0,-0.0,-0.0,-0.0
MiscFeature_Gar2,-0.0,-0.0,-0.0,-0.0,-0.0
MiscFeature_Othr,0.0,0.0,0.0,0.0,0.0
MiscFeature_Shed,-0.0,-0.0,-0.0,-0.0,-0.0
MiscFeature_TenC,-0.0,-0.0,-0.0,-0.0,-0.0
SaleType_COD,-0.0,-0.0,-0.0,-0.0,-0.0
SaleType_CWD,0.0,0.0,0.0,0.0,0.0
SaleType_Con,0.0,0.0,0.0,0.0,0.0
SaleType_ConLD,-0.0,-0.0,-0.0,-0.0,-0.0
SaleType_ConLI,0.0,0.0,0.0,0.0,0.0
SaleType_ConLw,0.0,0.0,0.0,0.0,0.0
SaleType_New,1785.4668708042975,0.0,0.0,0.0,0.0
SaleType_Oth,0.0,0.0,0.0,0.0,0.0
SaleType_WD,-0.0,-0.0,-0.0,-0.0,-0.0
SaleCondition_Abnorml,-0.0,-0.0,-0.0,-0.0,-0.0
SaleCondition_AdjLand,0.0,0.0,0.0,0.0,-0.0
SaleCondition_Alloca,-0.0,-0.0,-0.0,-0.0,-0.0
SaleCondition_Family,-0.0,-0.0,-0.0,-0.0,-0.0
SaleCondition_Normal,-0.0,-0.0,-0.0,-0.0,-0.0
SaleCondition_Partial,0.0,0.0,0.0,0.0,0.0
